Product Name,Price,Quantity,Store,Image
Cerveza PERONI  (1980  ml),42500,1980,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472097-500-auto?v=638613154843470000&width=500&height=auto&aspect=true
Cerveza HEINEKEN Botella x6und 250ml (1500  ml),19800,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472019-500-auto?v=638613152922170000&width=500&height=auto&aspect=true
Cerveza ESTRELLA GALICIA  (330  ml),9800,330,Carulla,https://carulla.vtexassets.com/arquivos/ids/17484755-500-auto?v=638613361401630000&width=500&height=auto&aspect=true
Refajo COLA Y POLA botella pet (1500  ml),5300,1500,Carulla,https://carulla.vtexassets.com/arquivos/ids/18527700-500-auto?v=638670446580130000&width=500&height=auto&aspect=true
Cerveza Artesanal BOGOTA BEER COMPANY Rosé Botella x4und 330ml (1320  ml),21400,4und,Carulla,https://carulla.vtexassets.com/arquivos/ids/17479609-500-auto?v=638613323145630000&width=500&height=auto&aspect=true
Cerveza ERDINGER Lata Weissbier (500  ml),11625,500,Carulla,https://carulla.vtexassets.com/arquivos/ids/17856805-500-auto?v=638627225073700000&width=500&height=auto&aspect=true
Cerveza MAREDSOUS  (330  ml),18300,330,Carulla,https://carulla.vtexassets.com/arquivos/ids/17483700-500-auto?v=638613349221870000&width=500&height=auto&aspect=true
Cerveza CZECHVAR Botella (300  ml),9600,300,Carulla,https://carulla.vtexassets.com/arquivos/ids/17474850-500-auto?v=638613228095270000&width=500&height=auto&aspect=true
Cerveza CLUB COLOMBIA Latón Cerveza (2838  ml),18225,2838,Carulla,https://carulla.vtexassets.com/arquivos/ids/17479670-500-auto?v=638613324655870000&width=500&height=auto&aspect=true
Cerveza ESTRELLA GALICIA  (500  ml),11800,500,Carulla,https://carulla.vtexassets.com/arquivos/ids/17484756-500-auto?v=638613361421100000&width=500&height=auto&aspect=true
Cerveza DUVEL  (750  ml),38700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17486096-500-auto?v=638613454780470000&width=500&height=auto&aspect=true
Cerveza VEDETT  (330  ml),16500,330,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476302-500-auto?v=638613260311570000&width=500&height=auto&aspect=true
Cerveza Artesanal 3CORDILLERAS Mulata Botella x4und 330ml (1320  ml),20200,3CORDILLERAS,Carulla,https://carulla.vtexassets.com/arquivos/ids/17477335-500-auto?v=638613279926100000&width=500&height=auto&aspect=true
Cerveza REDDS lata x6und (1614  ml),19200,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18474989-500-auto?v=638665917920270000&width=500&height=auto&aspect=true
Cerveza CERVEZA ANDINA LIGHT lata x6und 310ml (1860  ml),15200,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18623565-500-auto?v=638684067242630000&width=500&height=auto&aspect=true
Ginebra BOMBAY Sapphire destilado (700  ml),107250,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17475820-500-auto?v=638613252438830000&width=500&height=auto&aspect=true
Crema de whisky BAILEYS original (700  ml),79700,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18238288-500-auto?v=638642701845830000&width=500&height=auto&aspect=true
Ginebra GORDONS dry gin (700  ml),77500,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18404708-500-auto?v=638646881630870000&width=500&height=auto&aspect=true
Aperitivo APEROL SPRITZ Italiano (750  ml),86700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17475756-500-auto?v=638613251004130000&width=500&height=auto&aspect=true
Vodka ABSOLUT original (1000  ml),114900,1000,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592564-500-auto?v=638676294713700000&width=500&height=auto&aspect=true
Ron LA HECHICERA reserva familiar  (700  ml),210160,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592692-500-auto?v=638676296487170000&width=500&height=auto&aspect=true
Ron  BOTRAN Solera 15 años (750  ml),130730,15,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472383-500-auto?v=638613162037370000&width=500&height=auto&aspect=true
